index,sku,name,desc,in_stock,type,price,category
1417,ZAG0019,Zagg Folio Case Color Keyboard Folio iPad Air 2 PÌ¼rpura,Case with Bluetooth Keyboard for iPad Air 2 Spanish.,0,12575403,79.99,"Protection, Cases, Backpacks"
1418,DLL0012,"Dell U2414H Monitor 238 ""IPS Marco Slim",238 inch IPS Monitor Marco Slim.,1,1296,269.99,Monitors
1419,DEV0022,Devolo dLAN 550 duo + PLC,PLC signal repeater plug.,0,1334,44.99,Routers
1420,TRI0027,Tribe External Battery Power Bank 2600 mAh Minion Friendly,2600mAh external battery for iPhone small and ultra-compact.,0,1515,19.99,"Power Banks, Batteries"
1421,GRT0372,Griffin WatchStand charging base Apple Watch Black,Charging Dock for Apple Watch.,0,24215399,29.95,"Charging Dock, Chargers, Stands, Supports"
1422,XDO0018,X-Doria Lux Apple Watch Strap 42mm brown,Leather strap for easy installation Apple Watch.,0,2449,49.99,Apple Watch Accessories
1423,XDO0019,X-Doria Lux Apple Watch Strap Black 42mm,Leather strap for easy installation Apple Watch.,0,2449,49.99,Apple Watch Accessories
1424,XDO0020,X-Doria Lux Apple Watch Strap 42mm Black Croc,Leather strap for easy installation Apple Watch.,1,2449,30.99,Apple Watch Accessories
1425,XDO0017,X-Doria Lux Apple Watch Strap Black 38mm,Leather strap for easy installation Apple Watch.,0,2449,30.99,Apple Watch Accessories
1426,MUV0164,"Muvit Bracelet Universal Fino 47-57 ""Black + Sport bag",sporty and comfortable armband for iPhone 5 / 5S / 6 / 6S.,0,5405,19.95,Electronic Devises
1427,BNQ0038,"LED Monitor Benq 238 BL2420PT """,238 LED monitor flicker-free inch to reduce eyestrain.,0,1296,239.0,Monitors
1428,KEN0218,Slot Adapter Kit security Kensington,Safety kit with adapter slot MacBook Air.,0,12355400,16.49,Connectivity & Adapters
1429,APP1044,Apple USB-C to Multiport VGA,USB-C VGA adapter for MacBook.,0,12585395,79.0,Connectivity & Adapters
1430,APP1046,Apple USB Power Adapter-C 29 W,Adapter to any device compatible with USB-C,0,12585395,59.0,Connectivity & Adapters
1431,APP1047,Apple charging cable 2m USB-C,USB-C Cable 2 meters MacBook.,1,1325,25.0,Connectivity & Adapters
1432,APP1048,Apple extension cable for power adapter,Extension cable for power adapter (MK122Z / A),0,1325,25.0,Connectivity & Adapters
1433,APP1089,Apple iPod Touch 32GB Space Gray,New 6th generation iPod Touch 32GB with 8 megapixel camera.,0,11821715,232.81,Apple iPod
1434,JBL0102,JBL Horizon Bluetooth Speaker Black Clock,Bluetooth speaker with clock 2 USB ports and LCD display for iPhone iPad and iPod Touch.,0,5398,99.99,"Sound, Headphones, Players"
1435,JBL0103,JBL Horizon Alarm Bluetooth Speaker White,Bluetooth speaker with clock 2 USB ports and LCD display for iPhone iPad and iPod Touch.,0,5398,99.99,"Sound, Headphones, Players"
1436,OWC0157,OWC Data Doubler Optical Bay Adapter Mac Mini (2010),Tray substitution of superdrive by hard drive 25 inches.,0,12755395,72.99,Connectivity & Adapters
1437,OTT0093,OtterBox Strada Leather Folio Case Black iPhone 6,Resistant cover card slot for iPhone 6.,0,11865403,49.99,"Protection, Cases, Backpacks"
1438,KIN0117,Kingston DataTraveler SE9 64GB USB 2.0 key,64GB USB 2.0 key minimalist design.,0,57445397,21.99,"NAS, HDD, SSD, Memory stick and cards"
1439,SYN0121,Synology DiskStation DS1515 Mac and PC Server Nas,5-bay NAS Server for Mac and PC SATA.,0,12175397,647.99,"NAS, HDD, SSD, Memory stick and cards"
1440,MOX0019,Moxie Waterproof Case iPhone 6 / 6S Black,Case marine case in water and resistant to dirt for iPhone 6 / 6S,1,11865403,1.499,"Protection, Cases, Backpacks"
1441,MOX0023,Moxie Waterproof Case iPhone 6 / 6S White,Case marine case in water and resistant to dirt for iPhone 6 / 6S,1,11865403,1.499,"Protection, Cases, Backpacks"
1442,ADN0031,Adonit Jot Stylus Mini Dorado 2.0,Mini Pointer for iPhone and iPad.,0,1229,19.99,"Input devices, styluses"
1443,MOS0164,"Moshi iVisor screen protector MacBook 12 ""Black",Screen Protector for MacBook 12 inches.,0,13835403,39.99,"Protection, Cases, Backpacks"
1444,MOS0165,"Moshi iGlaze housing Macbook Retina 12 ""Transparent",MacBook resistant protective casing 12 inches.,0,13835403,49.99,"Protection, Cases, Backpacks"
1445,DEV0023,Devolo dLAN 550 duo Starter Kit + PLC,Pack two signal repeaters PLC plug.,1,1334,79.99,Routers
1446,SMA0007,Smanos Alarm System X500 Touch GSM / SMS / RFID,Wireless alarm and touch screen for iPhone.,0,11905404,269.9873,Electronic Devises
1447,OWC0069-A,Open - OWC Envoy Pro USB 3.0 Case for MacBook Pro Retina,Portable USB 3.0 External SSD box Retina MacBook Pro,0,1298,118.99,"NAS, HDD, SSD, Memory stick and cards"
1448,JAW0041,Jawbone UP3 Activity Monitor Plata,Bracelet that records sleep data feed and move to iPhone iPad and iPod Touch.,0,11905404,179.99,Electronic Devises
1449,JAW0040,Jawbone UP3 Activity Monitor Black,Bluetooth activity monitor recorded sleep data movements and heart rate for iPhone iPad and iPod Touch,0,11905404,17.999000000000002,Electronic Devises
1450,SMA0013,Smanos PIR Wireless Motion Detector,PIR motion detector in a range of 8 meters Smanos alarm.,0,11905404,32.0,Electronic Devises
1451,SMA0015,Smanos Wireless Smoke Detector,Photoelectric smoke detector independent.,0,11905404,40.0,Electronic Devises
1452,SNN0052,Sonnet Tempo eSATA 6Gb Controller Card and USB 3.0,eSata card 6Gb / s and USB 3.0 interface ExpressCard Mac.,0,1276,79.99,Electronic Devises
1453,OTT0094,OtterBox Strada Folio Leather Case iPhone 6 Garnet,Resistant cover card slot for iPhone 6.,0,11865403,49.99,"Protection, Cases, Backpacks"
1454,KIN0118,DTmicro Kingston Pen-Drive 16GB USB 3.1,UBS pendrive 16GB micro 3.1 for Mac and PC.,0,57445397,7.99,"NAS, HDD, SSD, Memory stick and cards"
1455,KIN0119,DTmicro Kingston Pen-Drive 32GB USB 3.1,PenDrive 32GB Micro UBS 3.1 for Mac and PC.,0,57445397,15.99,"NAS, HDD, SSD, Memory stick and cards"
1456,KIN0120,DTmicro Kingston 64GB USB Pen-Drive 3.1,UBS pendrive 64GB micro 3.1 for Mac and PC.,0,57445397,23.99,"NAS, HDD, SSD, Memory stick and cards"
1457,SAN0090,Sandisk 32GB Flash Drive Pen Drive USB-C,32GB pendrive reversible USB-C to USB for Mac and PC.,0,11935397,49.99,"NAS, HDD, SSD, Memory stick and cards"
1458,KIN0121,Travelstar Kingston Pen Drive 3C Duo micro USB-C 16GB,16GB pendrive reversible USB-C to USB for Mac and PC.,0,57445397,11.99,"NAS, HDD, SSD, Memory stick and cards"
1459,KIN0122,Travelstar Kingston Pen Drive 3C Duo micro USB-C 32GB,32GB pendrive reversible USB-C to USB for Mac and PC.,1,11935397,17.99,"NAS, HDD, SSD, Memory stick and cards"
1460,KIN0123,Travelstar Kingston Pen Drive 3C Duo micro USB-C 64GB,64GB pendrive reversible USB-C to USB for Mac and PC.,0,57445397,30.2803,"NAS, HDD, SSD, Memory stick and cards"
1461,TUC0211,Tucano Kiss 2 sport black elastic belt / blue,Sports shoulder bag with pocket for iPhone.,0,11865403,12.9,"Protection, Cases, Backpacks"
1462,SEA0087,"Seagate Expansion 2TB USB 3.0 Desktop 35 ""Black",35-inch external hard drive USB 3.0 2TB for Mac and PC.,0,11935397,89.0,"NAS, HDD, SSD, Memory stick and cards"
1463,STA0022,Startech Video Converter Cable Mini DisplayPort to VGA,Cable Mini DisplayPort to VGA.,1,1325,41.99,Connectivity & Adapters
1464,WAC0171,Education - Wacom Intuos graphics tablet with pen Draw S White,graphics tablet with pen and digital toolbox for Mac and PC.,0,1405,79.99,Tablets
1465,OTT0095,OtterBox Defender Case iPad Air 2 Gray,Triple layer protective sleeve iPad Air 2.,0,12635403,89.99,"Protection, Cases, Backpacks"
1466,OTT0096,OtterBox Defender Case Black iPad Air 2,Triple layer protective sleeve iPad Air 2.,0,12635403,89.99,"Protection, Cases, Backpacks"
1467,OTT0098,OtterBox Defender Case Black iPad Mini 1/2/3,Triple layer protective case for iPad mini 1/2/3.,0,12635403,69.99,"Protection, Cases, Backpacks"
1468,STA0026,Startech Adapter Lightning to Micro USB-B Female White,Lightning to Micro USB Adapter for iPhone-B generation iPad and iPod Touch 6A.,0,14365395,16.99,Connectivity & Adapters
1469,STA0027,Startech Lightning to USB Cable 30cm Black,Lightning 30cm USB cable to charge and sync iPhone iPad and iPod.,0,1325,19.99,Connectivity & Adapters
1470,STA0028,Startech Adapter Cable Lightning to Micro USB-B Female White,Cable Lightning to Micro USB adapter for charging and syncing for iPhone iPad and iPod Touch.,0,1325,22.99,Connectivity & Adapters
1471,LOG0174,Ultimate Ears Wireless Speaker Megaboom Dark red,Logitech Portable Bluetooth Speaker for iPhone iPad and iPod.,0,5398,309.0,"Sound, Headphones, Players"
1472,LOG0175,Ultimate Ears Megaboom Portable Bluetooth Speaker Black,Logitech Portable Bluetooth Speaker for iPhone iPad and iPod.,0,5398,309.0,"Sound, Headphones, Players"
1473,LEX0015,Lexar High-Performance Memory Card MicroSDHC UHS Class 1 | 32GB + SD Adapter,MicroSDHC Memory Card 32GB 300x UHS Class 1 with speeds of 45MB / 10MB,0,57445397,17.99,"NAS, HDD, SSD, Memory stick and cards"
1474,APP1098,Apple iPod Nano 16Gb Gold,Music player iPod Nano 16GB the 8th generation Oro.,0,11821715,179.0,Apple iPod
1475,APP1088,Apple iPod Touch 16GB Space Gray,New 6th generation iPod Touch 16GB with 8 megapixel camera.,0,11821715,229.0,Apple iPod
1476,APP1091,Apple iPod Touch 16GB Rosa,New 6th generation iPod Touch 16GB with 8 megapixel camera.,0,11821715,229.0,Apple iPod
1477,APP1094,Apple iPod Touch 16GB Blue,New 6th generation iPod Touch 16GB with 8 megapixel camera.,0,11821715,229.0,Apple iPod
1478,APP1083,Apple iPod Touch 32GB Silver,New 6th generation iPod Touch 32GB with 8 megapixel camera.,0,11821715,232.81,Apple iPod
1479,APP1086,Apple iPod Touch 32GB Gold,New 6th generation iPod Touch 32GB with 8 megapixel camera.,0,11821715,232.81,Apple iPod
1480,APP1092,Apple iPod Touch 32GB Rosa,New 6th generation iPod Touch 32GB with 8 megapixel camera.,0,11821715,232.81,Apple iPod
1481,APP1095,Apple iPod Touch 32GB Blue,New 6th generation iPod Touch 32GB with 8 megapixel camera.,0,11821715,232.81,Apple iPod
1482,APP1084,Apple iPod Touch 64GB Silver,New 6th generation iPod Touch 64GB with 8 megapixel camera.,0,11821715,292.81,Apple iPod
1483,APP1087,Apple iPod Touch 64GB Gold,New 6th generation iPod Touch 64GB with 8 megapixel camera.,0,11821715,292.81,Apple iPod
1484,APP1090,Apple iPod Touch 64GB Space Gray,New 6th generation iPod Touch 64GB with 8 megapixel camera.,0,11821715,292.81,Apple iPod
1485,APP1093,Apple iPod Touch 64GB Rosa,New 6th generation iPod Touch 64GB with 8 megapixel camera.,0,11821715,292.81,Apple iPod
1486,APP1096,Apple iPod Touch 64GB Blue,New 6th generation iPod Touch 64GB with 8 megapixel camera.,0,11821715,292.81,Apple iPod
1487,APP1104,Apple iPod Shuffle 2GB Gray Space,Music player iPod Shuffle 2GB and small size.,0,11821715,55.0,Apple iPod
1488,APP1099,Apple iPod Nano 16Gb Space Gray,IPod nano music player the 8th generation 16GB space gray.,0,11821715,179.0,Apple iPod
1489,APP1100,Apple iPod Nano 16Gb Rosa,Music player iPod nano 16GB the 8th generation rose.,0,11821715,179.0,Apple iPod
1490,APP1101,Apple iPod Nano 16Gb Blue,Music player iPod nano 16GB blue the 8th generation.,0,11821715,179.0,Apple iPod
1491,APP1105,Apple iPod Shuffle 2GB Pink,Music player iPod Shuffle 2GB and small size.,0,11821715,55.0,Apple iPod
1492,APP1106,Apple iPod Shuffle 2GB Blue,Music player iPod Shuffle 2GB and small size.,0,11821715,55.0,Apple iPod
1493,APP1102,Apple iPod Shuffle 2GB Silver,Music player iPod Shuffle 2GB and small size.,0,11821715,55.0,Apple iPod
1494,APP1103,Apple iPod Shuffle 2GB Gold,Music player iPod Shuffle 2GB and small size.,0,11821715,55.0,Apple iPod
1495,QNA0128,QNAP TS-431U NAS server Mac and PC,NAS server 4 bays compact high performance for Mac and PC,0,12175397,543.29,"NAS, HDD, SSD, Memory stick and cards"
1496,JAB0043,Jabra Sport Coach Wireless Headset for iPhone and iPod Red / Gray,Headphones and Dolby intelligent voice system for iPhone and iPod.,1,5384,119.95,"Sound, Headphones, Players"
1497,MUV0155,Muvit iPhone 6 Gray Housing Tarjetero,transparent casing with card holder for iPhone 6.,0,11865403,14.99,"Protection, Cases, Backpacks"
1498,PIS0007,Pisen 6600mAh External Battery Gray,External Battery USB ultra small and light for iPhone,0,1515,39.99,"Power Banks, Batteries"
1499,SEA0086,"Seagate 8TB Archive 35 ""SATA III hard drive Mac and PC",Internal Hard Drive Low Power PC Mac and 8TB (ST8000AS0002).,1,12655397,279.99,"NAS, HDD, SSD, Memory stick and cards"
1500,SNN0050,Sonnet Echo Express SE Thunderbolt PCIe expansion chassis 2,Thunderbolt chassis 2 PCIe expansion cards.,0,12995397,325.49,"NAS, HDD, SSD, Memory stick and cards"
1501,KUA0025,Support Kukaclip car + iPhone Case SE / 5s / 5 Black,Magnetic car holder with 360 more housing rotation iPhone SE / 5s / 5.,0,11865403,24.99,"Protection, Cases, Backpacks"
1502,BNQ0017-A,"Open - Benq GL2460HM Monitor Full HD 24 ""Black",LCD Monitor 24-inch high-definition HDMI connection for Mac and PC,0,1298,158.0,Monitors
1503,LOG0177,Ultimate Ears Wireless Speaker Blue Megaboom,Logitech Portable Bluetooth Speaker for iPhone iPad and iPod.,0,5398,309.0,"Sound, Headphones, Players"
1504,APP1107,OEM 45W MagSafe charger Apple MacBook Air Compatible,Charger MagSafe 45 W (MC747Z / A) for MacBook Air,0,13005399,89.0,"Charging Dock, Chargers, Stands, Supports"
1505,SYN0123,Synology Visual Station VS360HD HD Mac and PC,Ultracompact video decoder for Mac and PC.,0,12175397,471.99,"NAS, HDD, SSD, Memory stick and cards"
1506,OWC0048-A,"Open- OWC SSD installation Kit for iMac 27 ""(2010)",SSD installation kit without tools iMac 27-inch (model 2010).,0,1298,3.599,"NAS, HDD, SSD, Memory stick and cards"
1507,MUV0166,"Muvit Bracelet Universal Fino 47-57 ""Lima + Sport bag",sporty and comfortable armband for iPhone 5 / 5S / 6 / 6S / 6 / SE Plus / 6S Plus.,0,5405,19.95,Electronic Devises
1508,TRA0036,"Transcend JetDrive Lite 330 256 GB Macbook Pro Retina 13 """,MLC memory card 256 GB Macbooks Retina 13 inches pulgadasLate 2012 - 2015 Early inches.,1,57445397,182.0,"NAS, HDD, SSD, Memory stick and cards"
1509,TRA0037,"Transcend JetDrive Lite 350 256GB Macbook Pro Retina 15 """,MLC memory card 256GB Macbook Pro 15-inch Retina pulgadasMid 2012 - Early 2013 inches.,0,57445397,182.0,"NAS, HDD, SSD, Memory stick and cards"
1510,TRA0038,"Transcend JetDrive Lite 360 ​​256GB Macbook Pro Retina 15 """,MLC memory card 256 GB Macbooks Retina 15 inches Late 2013 - Mid 2015.,0,12655397,182.0,"NAS, HDD, SSD, Memory stick and cards"
1511,KEN0220,Kensingnton Minisaver security Cable for Mac and PC,Cable ultralight Mac and PC security.,0,1325,69.99,Connectivity & Adapters
1512,WAC0166,Wacom Intuos Graphics Tablet S Draw with pencil White,Small graphics tablet with pen and Art Rage Lite software for Mac and PC incluódo,0,1405,79.9,Tablets
1513,KEN0223,Kensington BlackBelt 1st Degree Rugged Case for iPad Air 2 Black,Black Case for iPad Air 2.,0,12635403,29.99,"Protection, Cases, Backpacks"
1514,KEN0224,Kensington BlackBelt 2nd Degree Rugged Case for iPad Air 2 Black,Shock resistant housing rubber IPAD Air 2.,0,12635403,44.99,"Protection, Cases, Backpacks"
1515,SAN0093,Ultra SanDisk Ultra 256GB USB 3.0 PenDrive,Pendrive USB 3.0 256GB USB Flash Drive Mac and PC.,0,11935397,129.9,"NAS, HDD, SSD, Memory stick and cards"
1516,KEN0227,Kensington BlackBelt 1st Degree Rugged Case for iPad Mini Black,Light and protective cover for iPad Mini.,0,12635403,24.99,"Protection, Cases, Backpacks"
1517,MUV0161,"Muvit Bracelet Universal Fino 4-47 ""Black + Sport bag",sporty and comfortable armband for iPhone 5 / 5S / 6 / 6S.,0,5405,19.95,Electronic Devises
1518,MUV0163,"Muvit Bracelet Universal Fino 4-47 ""Lima + Sport bag",sporty and comfortable armband for iPhone 5 / 5S / 6 / 6S.,0,5405,19.95,Electronic Devises
1519,MUV0162,"Muvit Bracelet Universal Fino 4-47 ""Fuchsia + Sport bag",sporty and comfortable armband for iPhone 5 / 5S / 6.,0,5405,19.95,Electronic Devises
1520,MUV0165,"Muvit Bracelet Universal Fino 47-57 ""Blue + Sport bag",sporty and comfortable armband for iPhone 5 / 5S / 6 / 6S.,0,5405,19.95,Electronic Devises
1521,MUV0167,Muvit belt with waterproof window Touchscreen Black,Muvit belt / shoulder bag with waterproof pocket for iPhone and iPod.,0,11865403,19.95,"Protection, Cases, Backpacks"
1522,KUA0026,Support Kukaclip car + Funda iPhone 6 / 6S Transparent,Magnetic car holder with 360 degrees rotating Cover for iPhone 6 / 6S.,0,11865403,2.499,"Protection, Cases, Backpacks"
1523,MOS0154,Moshi Mini DisplayPort to HDMI Adapter compatible audio and 4K,Mini DisplayPort to HDMI adapter.,1,1325,35.0,Connectivity & Adapters
1524,KUA0027,Support Kukaclip car + iPhone Case 6 / Transparent 6s / Green,Magnetic car holder with 360 degrees rotating Cover for iPhone 6 and 6s.,0,11865403,2.499,"Protection, Cases, Backpacks"
1525,KUA0028,Support Kukaclip car + Funda iPhone 6 / 6S Transparent / Orange,Magnetic car holder with 360 degrees rotating Cover for iPhone 6 / 6S.,0,11865403,2.499,"Protection, Cases, Backpacks"
1526,DLL0014,"Dell U2515H Monitor 25 ""QHD slim frame 2xHDMI 5xUSB3.0",25-inch monitor sRGB99% pivotable base with tilt shift slim frame and regulation height for Mac and PC,0,1296,418.66,Monitors
1527,DLL0015,"Dell U2715H Monitor 27 ""LED Slim Marco",27-inch LED Monitor Marco Slim.,1,1296,574.99,Monitors
1528,DLL0016,"Dell UP2715K IPS Monitor 27 ""5K",Monitor 27-inch IPS 5K.,0,1296,1040.6,Monitors
1529,LEX0017,Lexar High-Performance Memory Card microSDXC UHS Class 1 | 64GB with SD adapter,MicroSDXC Card 64GB UHS Class 1 with speeds of 45MB / s,0,57445397,33.99,"NAS, HDD, SSD, Memory stick and cards"
1530,LEX0016,Lexar High-Performance Memory Card microSDHC Class 10 | 16GB with SD Adapter,Memory card microSDHC UHS-I Class 10 16GB with transfer rates of 45MB / 45MB,0,57445397,10.99,"NAS, HDD, SSD, Memory stick and cards"
1531,LIF0076,Lifeproof LifeActiv Bracelet + adapter QuickMount,IPhone sports armband.,0,5405,4.9990000000000006,Connectivity & Adapters
1532,LIF0078,Belt clip Lifeproof LifeActiv + Adapter QuickMount,Belt Clip for iPhone.,1,5720,29.99,Connectivity & Adapters
1533,LIF0079,Lifeproof LifeActiv Bike Rack + Adapter QuickMount,Bike Mount for iPhone.,1,1216,39.99,"Charging Dock, Chargers, Stands, Supports"
1534,LIF0081,Lifeproof LifeActiv Adapter QuickMount,LifeProof accessory adapter for iPhone.,0,5720,19.99,Connectivity & Adapters
1535,SEA0088,"Seagate Expansion 3TB USB 3.0 Desktop 35 ""Black",35-inch external hard drive 3TB USB 3.0 for Mac and PC.,0,11935397,109.0,"NAS, HDD, SSD, Memory stick and cards"
1536,SEA0089,"Seagate Expansion 4TB Desktop USB 3.0 35 ""Black",External Hard Drive 35 inches 4TB USB 3.0 for Mac and PC.,0,11935397,139.0,"NAS, HDD, SSD, Memory stick and cards"
1537,SEA0090,"Seagate Expansion Desktop USB 3.0 5TB 35 ""Black",35-inch external hard drive 5TB USB 3.0 for Mac and PC.,0,11935397,174.99,"NAS, HDD, SSD, Memory stick and cards"
1538,SEA0091,"Seagate Expansion 1TB Hard Drive 2.5 ""USB 3.0 Black",25-inch External Hard Drive 1TB USB 3.0 for Mac and PC.,0,11935397,64.99,"NAS, HDD, SSD, Memory stick and cards"
1539,QNA0127,QNAP TS-451U | 1GB RAM Mac and Pc NAS Server,4-bay NAS server for high-performance Mac and PC.,0,12175397,664.29,"NAS, HDD, SSD, Memory stick and cards"
1540,QNA0131,QNAP NAS server TVS-663 8Gb,6-bay NAS server 8Gb RAM for small businesses.,0,12175397,1027.29,"NAS, HDD, SSD, Memory stick and cards"
1541,GTE0053,G-Technology G-RAID 4TB USB 3.0 RAID Extraóble,extraóble disk RAID FireWire 800 and USB 3.0 for Mac and PC.,0,12995397,408.99,"NAS, HDD, SSD, Memory stick and cards"
1542,GTE0054,G-Technology G-RAID 8TB USB 3.0 RAID Extraóble,extraóble disk RAID FireWire 800 and USB 3.0 for Mac and PC.,0,11935397,587.55,"NAS, HDD, SSD, Memory stick and cards"
1543,IFX0032,iFixit 127mm Optical Bay SATA Adapter iMac / Mac Mini,Replacement tray optical bay hard drive for iMac / Mac Mini,0,12755395,39.95,"Repair service, Install kit, Extended warranty"
1544,IFX0033,95mm Optical Bay adapter iFixit MacBook Pro SATA,Replacement tray optical bay hard drive for MacBook Pro,1,12755395,39.95,"Repair service, Install kit, Extended warranty"
1545,IHE0012,iHealth Ismart Alarm Security System,Security system motion detection and sound App for iPhone.,0,11905404,199.95,Electronic Devises
1546,IHE0014,iHealth Ismart doors and windows Alarm Sensor,Sensor removable doors and windows for security system iHealth,0,11905404,29.95,Electronic Devises
1547,IHE0016,iHealth Ismart Alarm Command for home,Command to activate and deactivate alarm range of 100 meters.,0,11905404,24.95,Electronic Devises
1548,NTE0097,"NewerTech NuPower Battery 65W MacBook 13 ""Polycarbonate Late 2009 / mid 2010",Battery polycarbonate MacBook 13-inch Late 2009 / med 2010.,0,10142,119.99,Batteries
1549,LOG0178,Multi-Device Logitech K480 Keyboard for iPad / iPhone / Mac,Keying with bluetooth for iPad iPhone and Mac.,0,13855401,49.99,"Input devices, styluses"
1550,WAC0167,Wacom Intuos Creative Art Pen & Touch S Graphics Tablet Black,Graphical touch tablet with pen and digital toolbox for Mac and PC.,0,1405,99.99,Tablets
1551,WAC0168,Wacom Intuos Creative Art Pen & Touch M Black,Graphical touch tablet with pen and digital toolbox for Mac and PC.,0,1405,199.99,Tablets
1552,WAC0169,Wacom Intuos graphics tablet Photo Small Black,Graphical touch tablet with pen and digital toolbox for Mac and PC.,0,1405,99.99,Tablets
1553,WAC0170,Wacom Intuos Creative Comic Pen & Touch S Graphics Tablet Black,Graphics Tablet touch with pencil included for Mac and PC software Comic.,0,1405,99.99,Tablets
1554,WAC0176,Wacom Bamboo Spark snap-fit ​​iPad Air 2,Bloc Smart notes.,0,1405,159.9,Electronic Devises
1555,WAC0172,Education - Wacom Intuos Creative Art Pen & Touch S Black,Graphic tablet with pen and touch digital toolbox for Mac and PC.,0,1405,99.99,Tablets
1556,WAC0173,Education - Wacom Intuos Creative Art Pen & Touch M Black,Graphic tablet with pen and touch digital toolbox for Mac and PC.,0,1405,199.99,Tablets
1557,WAC0174,Education - Wacom Intuos Photo Creative Pen & Touch S Black,Graphic tablet with pen and touch digital toolbox for Mac and PC.,0,1405,99.99,Tablets
1558,WAC0175,Education - Wacom Intuos Creative Comic Pen & Touch S Black,graphics tablet with pen and digital toolbox for Mac and PC.,0,1405,99.99,Tablets
1559,JAB0016,Jabra Drive car handsfree speaker iPhone,iPhone bluetooth handsfree speaker car.,0,5398,49.95,"Sound, Headphones, Players"
1560,JMO0078,Just Mobile TimeStand charging base Apple Watch Silver,Load bearing aluminum Apple Watch,0,24215399,44.95,"Charging Dock, Chargers, Stands, Supports"
1561,PAR0049,Mc Clane Parrot Drone Airborne Night Blue,Cuadricóptero night Drone remote control with LED lights for iPhone iPad and iPod Touch.,0,11905404,129.9,Drones
1562,SAN0100,SanDisk Connect Wireless Flash Drive 16GB Wireless Black / Gold,Wireless 16GB storage for iPhone / iPad / Mac.,0,42945397,29.99,"NAS, HDD, SSD, Memory stick and cards"
1563,SAN0098,SanDisk Connect Wireless Flash Drive 32GB Wireless Black / Gold,Wireless 32GB storage for iPhone / iPad / Mac.,1,42945397,37.99,"NAS, HDD, SSD, Memory stick and cards"
1564,SAN0099,SanDisk Connect Wireless Flash Drive 64GB Wireless Black / Gold,Wireless 64GB storage for iPhone / iPad / Mac.,1,42945397,49.99,"NAS, HDD, SSD, Memory stick and cards"
1565,LOG0180,Ultimate Ears Wireless Speaker Roll Sugarplum Violeta,Logitech Bluetooth speaker ultra-compact portable for iPhone iPad and iPod.,0,5398,129.0,"Sound, Headphones, Players"
1566,LOG0182,Ultimate Ears Wireless Speaker Black Volcano Roll,Logitech Bluetooth speaker ultra-compact portable for iPhone iPad and iPod.,0,5398,129.0,"Sound, Headphones, Players"
1567,PAR0051,Black Parrot Drone Hydrofoil Orak,MiniDrone remote control air and water for iPhone iPad and iPod Touch.,0,11905404,149.9,Drones
1568,PAR0052,Hydrofoil Newz White Parrot Drone,MiniDrone remote control air and water for iPhone iPad and iPod Touch.,0,11905404,149.9,Drones
1569,PAR0053,Jumping Parrot Drone Night Blue Diesel,MiniDrone remote control with LEDs and video to iPhone iPad and iPod Touch.,0,11905404,159.9,Drones
1570,PAR0054,Jumping Parrot Drone White Night BUZZ,MiniDrone remote control with LEDs and video to iPhone iPad and iPod Touch.,0,11905404,159.9,Drones
1571,PAR0058,Jett Parrot Drone White Jumping Race,MiniDrone remote control with powerful engine and camcorder for iPhone iPad and iPod Touch.,0,11905404,159.9,Drones
1572,PAR0050,Red Parrot Drone Airborne Night Blaze,Cuadricóptero night Drone remote control with LED lights for iPhone iPad and iPod Touch.,0,11905404,129.9,Drones
1573,ZAG0021,Zagg invisibleSHIELD Screen Protector Apple Watch 38mm,Screen Protector for Apple Watch.,1,2425,9.99,"Protection, Cases, Backpacks"
1574,ZAG0022,Zagg invisibleSHIELD Screen Protector Apple Watch 42mm,Screen Protector for Apple Watch.,1,2425,16.99,"Protection, Cases, Backpacks"
1575,GRT0375,Griffin Survivor Case Tactical Apple Watch 42mm Black,Anti-shock Case with Screen Protector for Apple Watch.,0,2434,34.99,"Protection, Cases, Backpacks"
1576,GRT0374,Griffin Elevator Mac and PC support Silver / Transparent,Support for MacBook MacBook Air and MacBook Pro,0,8696,39.95,"Charging Dock, Chargers, Stands, Supports"
1577,PAR0047,Parrot Drone White Airborne Cargo Mars,Cuadricóptero Drone Remote Control with Wi-Fi for iPhone iPad and iPod Touch.,0,11905404,99.9,Drones
1578,NTE0098,NewerTech Adapter USB 3.0 to DVI / HDMI / VGA HD,MÌ¼ltiple display adapter USB 3.0 video to DVI / HDMI / VGA HD.,0,12585395,78.99,Connectivity & Adapters
1579,IFX0063,iFixit Battery Kit complete change iPhone 6 Plus,Battery replacement kit with tools for iPhone 6 Plus,1,12645406,39.95,"Repair service, Install kit, Extended warranty"
1580,IFX0039,iFixit Full Kit Display screen change White iPhone 4,Screen Replacement Kit tools for iPhone 4.,1,12645406,49.99,"Repair service, Install kit, Extended warranty"
1581,IFX0034,iFixit battery change Battery Complete kit iPhone 5s,Battery replacement kit with tools for iPhone 5S.,1,12645406,24.95,"Repair service, Install kit, Extended warranty"
1582,IFX0035,Full iFixit Battery Kit iPhone 5C battery change,Battery replacement kit with tools for iPhone 5C.,1,12645406,24.95,"Repair service, Install kit, Extended warranty"
1583,IFX0037,Battery Kit complete change iFixit iPhone 3GS battery,Battery replacement kit with tools for iPhone 3GS.,0,12645406,19.95,"Repair service, Install kit, Extended warranty"
